w	mu_1	sigma_1	mu_2	sigma_2	logPrior	logL
2.93585695952773229056e-01	-5.46188789969268007063e-01	1.92043852690126515270e+00	3.66200879474239959777e+00	1.01237514805955908237e+00	0.00000000000000000000e+00	5.87256323366376454942e+03
4.81664804076034069880e-01	5.48883653177998920292e-01	1.55854163123798139523e+00	3.83820515528810979333e+00	8.74964271612500787967e-01	0.00000000000000000000e+00	5.87258589296688023751e+03
2.93585695952773229056e-01	-5.46188789969268007063e-01	1.92043852690126515270e+00	3.66200879474239959777e+00	1.01237514805955908237e+00	0.00000000000000000000e+00	5.87256323366376454942e+03
2.38973342502385999175e-01	-4.95049685146902063160e-01	1.73158115730008477229e+00	3.38069634820912368056e+00	1.02966741299148689670e+00	0.00000000000000000000e+00	5.87259546345178478077e+03
4.44998142488208348055e-01	5.91331104974185728373e-01	2.52259450932609397000e+00	3.80921107558488181155e+00	9.72993494316967910684e-01	0.00000000000000000000e+00	5.87264216537389984296e+03
2.38973342502385999175e-01	-4.95049685146902063160e-01	1.73158115730008477229e+00	3.38069634820912368056e+00	1.02966741299148689670e+00	0.00000000000000000000e+00	5.87259546345178478077e+03
2.80056563514743839249e-01	-7.50571204843715339416e-02	1.94788269156550453154e+00	3.38256115110247890243e+00	1.00352835035427356836e+00	0.00000000000000000000e+00	5.87267109957723641855e+03
3.91259793894426832761e-01	4.45993379854926708106e-01	2.71666214273781703170e+00	3.59701106415960225604e+00	9.27271397904090077802e-01	0.00000000000000000000e+00	5.87275114280200341454e+03
3.91259793894426832761e-01	4.45993379854926708106e-01	2.71666214273781703170e+00	3.59701106415960225604e+00	9.27271397904090077802e-01	0.00000000000000000000e+00	5.87275114280200341454e+03
2.21766398517656670997e-01	-6.10169688765163531485e-01	1.55651352440551171696e+00	3.55589477009380505734e+00	1.09625719640560714829e+00	0.00000000000000000000e+00	5.87278936701077873295e+03
3.19785031549747134072e-01	3.44769198678944621683e-01	2.25698105180354691157e+00	3.57299356642396004347e+00	1.05409381480605990333e+00	0.00000000000000000000e+00	5.87280233339086316846e+03
2.21766398517656670997e-01	-6.10169688765163531485e-01	1.55651352440551171696e+00	3.55589477009380505734e+00	1.09625719640560714829e+00	0.00000000000000000000e+00	5.87278936701077873295e+03
3.06376512837601477912e-01	7.70385669375252268853e-03	1.84023827360610225945e+00	3.79310681187031617512e+00	1.02754386471625092092e+00	0.00000000000000000000e+00	5.87281099729208744975e+03
5.75968819321917568921e-01	8.18119292858792812595e-01	2.61430526758559222955e+00	3.52711214782838267112e+00	8.43763391758361569472e-01	0.00000000000000000000e+00	5.87282002859123895178e+03
3.06376512837601477912e-01	7.70385669375252268853e-03	1.84023827360610225945e+00	3.79310681187031617512e+00	1.02754386471625092092e+00	0.00000000000000000000e+00	5.87281099729208744975e+03
4.62686366842286922463e-01	4.42457196422906151589e-01	2.67005874914531116104e+00	3.79265397486357747070e+00	8.46585512373201898306e-01	0.00000000000000000000e+00	5.87288315674119166943e+03
4.41500636436742643909e-01	1.00211698588323683268e+00	1.96634997799880473224e+00	3.68474816349074885125e+00	7.11102092290090803672e-01	0.00000000000000000000e+00	5.87291709145661570801e+03
4.62686366842286922463e-01	4.42457196422906151589e-01	2.67005874914531116104e+00	3.79265397486357747070e+00	8.46585512373201898306e-01	0.00000000000000000000e+00	5.87288315674119166943e+03
4.24524184557491968128e-01	5.13962089161975499430e-01	2.36615158280041537608e+00	3.39905895701540572418e+00	1.06736045911866783698e+00	0.00000000000000000000e+00	5.87291787730638679932e+03
3.08534853863968283605e-01	-8.26595232630558673925e-01	1.77319329046256712878e+00	3.39062235120853339154e+00	1.13570476436314260482e+00	0.00000000000000000000e+00	5.87292268876616071793e+03
4.24524184557491968128e-01	5.13962089161975499430e-01	2.36615158280041537608e+00	3.39905895701540572418e+00	1.06736045911866783698e+00	0.00000000000000000000e+00	5.87291787730638679932e+03
3.79227771360265641931e-01	-3.10290490453791867331e-01	2.28272515207735082754e+00	3.67444234755611276455e+00	1.03637756592267260558e+00	0.00000000000000000000e+00	5.87294403724854510074e+03
2.44468393409814466199e-01	-9.20078773364818580660e-03	1.55455523200467071732e+00	3.41375529031809143987e+00	1.16131734458306468127e+00	0.00000000000000000000e+00	5.87294898879735501396e+03
3.79227771360265641931e-01	-3.10290490453791867331e-01	2.28272515207735082754e+00	3.67444234755611276455e+00	1.03637756592267260558e+00	0.00000000000000000000e+00	5.87294403724854510074e+03
5.31020959273493464714e-01	7.81929612673520235688e-01	2.20472735882149262210e+00	3.46182433226341590427e+00	8.78123388895670875520e-01	0.00000000000000000000e+00	5.87297998650506633567e+03
6.11124440493827303378e-01	1.24550208076502677557e+00	1.93887541576747746142e+00	3.83044030742720398308e+00	7.91445465081144328146e-01	0.00000000000000000000e+00	5.87298423866088614886e+03
5.31020959273493464714e-01	7.81929612673520235688e-01	2.20472735882149262210e+00	3.46182433226341590427e+00	8.78123388895670875520e-01	0.00000000000000000000e+00	5.87297998650506633567e+03
4.78601193315658646199e-01	6.62023606000994968568e-01	2.57867078500842961120e+00	3.80294932637569571554e+00	9.68682771405765863371e-01	0.00000000000000000000e+00	5.87302149999154607940e+03
5.14039022342415941047e-01	9.23661158184754915723e-01	2.83503355497813958053e+00	3.50086435001995743832e+00	9.42149424300612103877e-01	0.00000000000000000000e+00	5.87303896509154128580e+03
4.78601193315658646199e-01	6.62023606000994968568e-01	2.57867078500842961120e+00	3.80294932637569571554e+00	9.68682771405765863371e-01	0.00000000000000000000e+00	5.87302149999154607940e+03
6.03285394474863512215e-01	1.16256895218216715904e+00	2.63020256494178150675e+00	3.64015490118990037161e+00	9.07189963977658497818e-01	0.00000000000000000000e+00	5.87310141414776444435e+03
5.10321546109819612624e-01	1.61789400899666802047e+00	2.43347578408073328404e+00	3.68663359261024448088e+00	9.04902541853084052548e-01	0.00000000000000000000e+00	5.87312892735705645464e+03
6.03285394474863512215e-01	1.16256895218216715904e+00	2.63020256494178150675e+00	3.64015490118990037161e+00	9.07189963977658497818e-01	0.00000000000000000000e+00	5.87310141414776444435e+03
2.84676653088212272547e-01	-4.50775798437781982653e-01	1.52070153291483478597e+00	3.73051851294290814920e+00	1.13017390459386524171e+00	0.00000000000000000000e+00	5.87314012350700340903e+03
3.90498665914455478365e-01	-1.49964669387501414732e-01	1.16632454322111822620e+00	3.54764188607332275893e+00	9.72319791978128233900e-01	0.00000000000000000000e+00	5.87314165223711097497e+03
2.84676653088212272547e-01	-4.50775798437781982653e-01	1.52070153291483478597e+00	3.73051851294290814920e+00	1.13017390459386524171e+00	0.00000000000000000000e+00	5.87314012350700340903e+03
6.19297681509447084380e-01	1.73398541184076515620e+00	2.20745778126844882649e+00	3.60058506178011716869e+00	7.27790243115404300589e-01	0.00000000000000000000e+00	5.87314708734145006019e+03
2.87603769966291555882e-01	-2.11665244104546901305e-01	1.71954028890805910024e+00	3.71171997728398350702e+00	1.13469161933606099701e+00	0.00000000000000000000e+00	5.87315632160480254242e+03
2.87603769966291555882e-01	-2.11665244104546901305e-01	1.71954028890805910024e+00	3.71171997728398350702e+00	1.13469161933606099701e+00	0.00000000000000000000e+00	5.87315632160480254242e+03
6.20101079264396282120e-01	1.01473743956950679390e+00	2.31204300898541070808e+00	3.85762232540224836441e+00	6.62868880351306088983e-01	0.00000000000000000000e+00	5.87315700495904184208e+03
5.42293745936742066505e-01	8.82218699214583845780e-01	2.57585135976145584991e+00	3.55184949752527323596e+00	9.94013013686041002615e-01	0.00000000000000000000e+00	5.87318696671652469377e+03
6.20101079264396282120e-01	1.01473743956950679390e+00	2.31204300898541070808e+00	3.85762232540224836441e+00	6.62868880351306088983e-01	0.00000000000000000000e+00	5.87315700495904184208e+03
5.09955337742372671883e-01	1.62672234286577310769e+00	2.44473857733266575210e+00	3.65969295384188297859e+00	9.04746736732593093144e-01	0.00000000000000000000e+00	5.87322215918187612260e+03
4.96475603684821464867e-01	6.00519702322112935988e-01	2.95068673835918415804e+00	3.56355077811859288772e+00	8.46255568595650986552e-01	0.00000000000000000000e+00	5.87325350844107833836e+03
5.09955337742372671883e-01	1.62672234286577310769e+00	2.44473857733266575210e+00	3.65969295384188297859e+00	9.04746736732593093144e-01	0.00000000000000000000e+00	5.87322215918187612260e+03
5.21719011516790120986e-01	1.50377968131311812172e+00	2.77619951450329560672e+00	3.57685013818931540897e+00	7.37782951665122643803e-01	0.00000000000000000000e+00	5.87327487748059138539e+03
3.04578355304571779527e-01	-4.72353795119890840226e-01	1.14952632164280044158e+00	3.24514854608423330973e+00	1.00452365017518152612e+00	0.00000000000000000000e+00	5.87331624769429436128e+03
3.04578355304571779527e-01	-4.72353795119890840226e-01	1.14952632164280044158e+00	3.24514854608423330973e+00	1.00452365017518152612e+00	0.00000000000000000000e+00	5.87331624769429436128e+03
3.88567976032435646871e-01	3.44718801647836081692e-01	1.74059152759428381607e+00	3.86813245646804215738e+00	1.06004721048365024849e+00	0.00000000000000000000e+00	5.87332914270422043046e+03
5.44258010329673913574e-01	5.20454329252173497622e-01	2.79547715176000100001e+00	3.67844420615884803993e+00	8.14566135830480986257e-01	0.00000000000000000000e+00	5.87333661414781545318e+03
3.88567976032435646871e-01	3.44718801647836081692e-01	1.74059152759428381607e+00	3.86813245646804215738e+00	1.06004721048365024849e+00	0.00000000000000000000e+00	5.87332914270422043046e+03
6.08261648947276967192e-01	1.49304530923902056827e+00	2.27299626681221278446e+00	3.76060764602371655485e+00	5.80927329102919332016e-01	0.00000000000000000000e+00	5.87335179085130039311e+03
3.09341852749201229322e-01	4.79936005256070108427e-01	1.52407535506647917600e+00	3.55110654908670531071e+00	1.02511687842986720653e+00	0.00000000000000000000e+00	5.87336064984041513526e+03
3.09341852749201229322e-01	4.79936005256070108427e-01	1.52407535506647917600e+00	3.55110654908670531071e+00	1.02511687842986720653e+00	0.00000000000000000000e+00	5.87336064984041513526e+03
4.74333574526728085630e-01	7.21421169971752651584e-01	2.26659648480628073131e+00	3.91867920657612733848e+00	9.51583990587170247544e-01	0.00000000000000000000e+00	5.87336639466290489509e+03
4.54484968344942230623e-01	6.26370216989916239747e-01	2.83188936759929488218e+00	3.66253217619850213183e+00	9.47433208255085146376e-01	0.00000000000000000000e+00	5.87339891961137345788e+03
4.74333574526728085630e-01	7.21421169971752651584e-01	2.26659648480628073131e+00	3.91867920657612733848e+00	9.51583990587170247544e-01	0.00000000000000000000e+00	5.87336639466290489509e+03
3.82798485924815801162e-01	-3.06196947950107434266e-01	1.67720198449781432437e+00	3.39087171002290022059e+00	1.13277856845167357314e+00	0.00000000000000000000e+00	5.87342718061881350877e+03
1.97638778812961490861e-01	-3.75493245903295913557e-01	1.30529941417766304212e+00	3.40481831040459281823e+00	1.04282890301132158406e+00	0.00000000000000000000e+00	5.87343707628378251684e+03
3.82798485924815801162e-01	-3.06196947950107434266e-01	1.67720198449781432437e+00	3.39087171002290022059e+00	1.13277856845167357314e+00	0.00000000000000000000e+00	5.87342718061881350877e+03
4.20577657677324134866e-01	1.27529827488357794252e+00	2.19337473828071605197e+00	3.73375814502233360770e+00	8.98056029068787564640e-01	0.00000000000000000000e+00	5.87347324128963737166e+03
4.48817369585705117085e-01	7.33095182818328972019e-01	2.80415009793306957420e+00	3.48077718685223791439e+00	9.56092253670577818525e-01	0.00000000000000000000e+00	5.87350383335034348420e+03
4.20577657677324134866e-01	1.27529827488357794252e+00	2.19337473828071605197e+00	3.73375814502233360770e+00	8.98056029068787564640e-01	0.00000000000000000000e+00	5.87347324128963737166e+03
5.57236061218363554204e-01	5.46859852048018346693e-01	2.14091538476531351165e+00	3.78785427789542206156e+00	7.29256898880017545572e-01	0.00000000000000000000e+00	5.87350935061812560889e+03
4.48218902723567014235e-01	6.45477196500014560598e-01	1.59407599733264304653e+00	3.89108412007125492593e+00	8.13984727421773857081e-01	0.00000000000000000000e+00	5.87353120105649486504e+03
5.57236061218363554204e-01	5.46859852048018346693e-01	2.14091538476531351165e+00	3.78785427789542206156e+00	7.29256898880017545572e-01	0.00000000000000000000e+00	5.87350935061812560889e+03
4.87101550450124265446e-01	1.15914008579044125469e+00	1.94474143180885428173e+00	3.63752666446644479237e+00	1.01199345687773134550e+00	0.00000000000000000000e+00	5.87355188167055439408e+03
3.56678539136163152978e-01	-5.35650152245268240669e-01	1.21106128207353935800e+00	3.31678934694635385583e+00	1.02322914899938566258e+00	0.00000000000000000000e+00	5.87356934030025422544e+03
4.87101550450124265446e-01	1.15914008579044125469e+00	1.94474143180885428173e+00	3.63752666446644479237e+00	1.01199345687773134550e+00	0.00000000000000000000e+00	5.87355188167055439408e+03
3.37262844931438821039e-01	3.78950927919084690210e-01	1.34844401325304508177e+00	3.64977454343290430572e+00	9.86697833360581810780e-01	0.00000000000000000000e+00	5.87359312568808854849e+03
4.25464135170438295663e-01	-3.49914767844830998378e-01	2.14744646389588655921e+00	3.56756559692556152186e+00	1.01452220373419477184e+00	0.00000000000000000000e+00	5.87360200681896913011e+03
4.25464135170438295663e-01	-3.49914767844830998378e-01	2.14744646389588655921e+00	3.56756559692556152186e+00	1.01452220373419477184e+00	0.00000000000000000000e+00	5.87360200681896913011e+03
4.38324500238905234717e-01	1.31132562952514231114e+00	2.38288154355653780669e+00	3.62752554571856888899e+00	9.68926549383693935802e-01	0.00000000000000000000e+00	5.87361393767456138448e+03
4.52842102465903728614e-01	-2.27121940560050944447e-02	2.48350845944448161973e+00	3.70731735859069377881e+00	8.32239519372973024502e-01	0.00000000000000000000e+00	5.87362950158741477935e+03
4.38324500238905234717e-01	1.31132562952514231114e+00	2.38288154355653780669e+00	3.62752554571856888899e+00	9.68926549383693935802e-01	0.00000000000000000000e+00	5.87361393767456138448e+03
2.08532945038912315150e-01	-6.99853330616874269587e-01	1.50165097770362132579e+00	3.40353709011459359957e+00	1.17542267583976167700e+00	0.00000000000000000000e+00	5.87365580673244949139e+03
4.39970791182286213861e-01	-2.77710531343110300639e-01	2.18383778797750105483e+00	3.69852260903130902747e+00	8.83879516355035033115e-01	0.00000000000000000000e+00	5.87365661142274257145e+03
2.08532945038912315150e-01	-6.99853330616874269587e-01	1.50165097770362132579e+00	3.40353709011459359957e+00	1.17542267583976167700e+00	0.00000000000000000000e+00	5.87365580673244949139e+03
4.20037612865150011832e-01	-1.32800750328429501002e-01	1.50979078746950201584e+00	3.70158512173150144875e+00	1.07318678890850227603e+00	0.00000000000000000000e+00	5.87366236205104542023e+03
2.74786156920987179042e-01	-5.70191626591985967210e-01	1.93702508242289717089e+00	3.46763656062352465526e+00	1.12826173709331722961e+00	0.00000000000000000000e+00	5.87367656112595068407e+03
4.20037612865150011832e-01	-1.32800750328429501002e-01	1.50979078746950201584e+00	3.70158512173150144875e+00	1.07318678890850227603e+00	0.00000000000000000000e+00	5.87366236205104542023e+03
4.99278480293366411225e-01	1.91274788914905347070e-01	2.51031060760261137688e+00	3.64549677948767758551e+00	9.62095479233432415711e-01	0.00000000000000000000e+00	5.87373289448192826967e+03
3.08469674163970197789e-01	4.32013168090043586655e-01	1.77220620366288850178e+00	3.45707297373076682945e+00	1.11013743442461354505e+00	0.00000000000000000000e+00	5.87373564693509615608e+03
4.99278480293366411225e-01	1.91274788914905347070e-01	2.51031060760261137688e+00	3.64549677948767758551e+00	9.62095479233432415711e-01	0.00000000000000000000e+00	5.87373289448192826967e+03
4.58077271357151150077e-01	-1.07435861136721391706e-01	1.64844264993751310477e+00	3.75806226095980955293e+00	8.61493369013100029896e-01	0.00000000000000000000e+00	5.87376397488292968774e+03
5.22058218881809810163e-01	1.51375825887254933377e+00	2.65065450622755482968e+00	3.50474147264971103155e+00	7.60348527091578185733e-01	0.00000000000000000000e+00	5.87377497546584345400e+03
4.58077271357151150077e-01	-1.07435861136721391706e-01	1.64844264993751310477e+00	3.75806226095980955293e+00	8.61493369013100029896e-01	0.00000000000000000000e+00	5.87376397488292968774e+03
2.52252235570050165059e-01	-3.44026591373341239510e-01	1.63167829131372488227e+00	3.63840784877628742322e+00	9.18274659710409335567e-01	0.00000000000000000000e+00	5.87379012117059846787e+03
4.67297061354045584203e-01	3.23892802026049864139e-01	2.44758042235876827064e+00	3.55420106801309731992e+00	7.72601138504575124522e-01	0.00000000000000000000e+00	5.87381639917739175871e+03
2.52252235570050165059e-01	-3.44026591373341239510e-01	1.63167829131372488227e+00	3.63840784877628742322e+00	9.18274659710409335567e-01	0.00000000000000000000e+00	5.87379012117059846787e+03
5.84989914511681918796e-01	1.61005979430195789170e+00	2.60929274309130576626e+00	3.59985037167226273880e+00	8.99746040812713809842e-01	0.00000000000000000000e+00	5.87383257966697874508e+03
2.39529420697810135898e-01	-1.01545861303660500674e+00	1.33804341758888134528e+00	3.25566772396579207083e+00	1.10309208213512444097e+00	0.00000000000000000000e+00	5.87383575826852029422e+03
5.84989914511681918796e-01	1.61005979430195789170e+00	2.60929274309130576626e+00	3.59985037167226273880e+00	8.99746040812713809842e-01	0.00000000000000000000e+00	5.87383257966697874508e+03
5.17115315305462064366e-01	1.52245681944531874308e+00	2.25208947598197628537e+00	3.87309405482825352962e+00	7.64076348579721620347e-01	0.00000000000000000000e+00	5.87385931972961225256e+03
4.04589950436694434366e-01	-1.90864022387921217216e-01	1.37563962631929026514e+00	3.63912815083330798416e+00	1.09204062767327947370e+00	0.00000000000000000000e+00	5.87387521791284234496e+03
5.17115315305462064366e-01	1.52245681944531874308e+00	2.25208947598197628537e+00	3.87309405482825352962e+00	7.64076348579721620347e-01	0.00000000000000000000e+00	5.87385931972961225256e+03
3.30774661475139009070e-01	2.49494988755518884438e-02	2.35739594641681282639e+00	3.50876945605686119123e+00	1.06472803119715986320e+00	0.00000000000000000000e+00	5.87388173305003692803e+03
5.79244533842158459969e-01	1.40209468717389795778e+00	2.78361263313644435868e+00	3.71958723263740242970e+00	6.62543047110729310667e-01	0.00000000000000000000e+00	5.87391230304260443518e+03
3.30774661475139009070e-01	2.49494988755518884438e-02	2.35739594641681282639e+00	3.50876945605686119123e+00	1.06472803119715986320e+00	0.00000000000000000000e+00	5.87388173305003692803e+03
3.98229693358045699902e-01	-2.40894680168221297922e-01	1.70722972343009504748e+00	3.57575048400008466132e+00	8.11175446550436496373e-01	0.00000000000000000000e+00	5.87396693097922980087e+03
4.11345486981678776228e-01	-1.49690856740659128388e-01	1.81478879029838324755e+00	3.42256586628860581811e+00	1.08288906501757775658e+00	0.00000000000000000000e+00	5.87397607862957738689e+03
3.98229693358045699902e-01	-2.40894680168221297922e-01	1.70722972343009504748e+00	3.57575048400008466132e+00	8.11175446550436496373e-01	0.00000000000000000000e+00	5.87396693097922980087e+03
3.26351614154685443214e-01	-4.72208110817008364091e-01	1.74561270584932914929e+00	3.33666001225332742308e+00	1.18577395945471542049e+00	0.00000000000000000000e+00	5.87401640329327710788e+03
4.04216458032320202776e-01	9.13351810291430199484e-01	2.31752221025830795753e+00	3.42663255125651700084e+00	1.00555634992928211169e+00	0.00000000000000000000e+00	5.87402761843222560856e+03
4.04216458032320202776e-01	9.13351810291430199484e-01	2.31752221025830795753e+00	3.42663255125651700084e+00	1.00555634992928211169e+00	0.00000000000000000000e+00	5.87402761843222560856e+03
4.78156828517102450160e-01	1.53229840540640060986e+00	2.40248665553148832430e+00	3.69778167776511779152e+00	8.84879042678318517012e-01	0.00000000000000000000e+00	5.87405698464828128635e+03
3.62634868849538605229e-01	2.95033730255179427182e-01	1.28686317174375663974e+00	3.64805471502974887343e+00	9.62192085343175129708e-01	0.00000000000000000000e+00	5.87406187606705043436e+03
4.78156828517102450160e-01	1.53229840540640060986e+00	2.40248665553148832430e+00	3.69778167776511779152e+00	8.84879042678318517012e-01	0.00000000000000000000e+00	5.87405698464828128635e+03
3.90036964453212675608e-01	8.45068140884961821468e-02	2.31589062845741544550e+00	3.40103922941391312307e+00	9.50966193266207682200e-01	0.00000000000000000000e+00	5.87411893062675972033e+03
4.32824033281050013500e-01	1.04975893425213162580e+00	2.60850067141993324782e+00	3.73024143503332572536e+00	8.34230663863582799777e-01	0.00000000000000000000e+00	5.87418844579683445772e+03
3.90036964453212675608e-01	8.45068140884961821468e-02	2.31589062845741544550e+00	3.40103922941391312307e+00	9.50966193266207682200e-01	0.00000000000000000000e+00	5.87411893062675972033e+03
2.77535035061718782234e-01	-4.82207121045739151022e-01	1.59384941197177076866e+00	3.24485436640282420839e+00	1.05249900078266778181e+00	0.00000000000000000000e+00	5.87423608610969131405e+03
3.97752259148466902339e-01	7.97265059168586365246e-01	2.15305599243990242186e+00	3.68388630956339380162e+00	1.09942979592230161145e+00	0.00000000000000000000e+00	5.87424106911291892175e+03
2.77535035061718782234e-01	-4.82207121045739151022e-01	1.59384941197177076866e+00	3.24485436640282420839e+00	1.05249900078266778181e+00	0.00000000000000000000e+00	5.87423608610969131405e+03
3.46443413590531990032e-01	2.11638278625877473971e-01	1.24318445977281299974e+00	3.60111001688129706011e+00	9.89653690522587448086e-01	0.00000000000000000000e+00	5.87425218112511811341e+03
5.08152073317717611900e-01	8.50955961514833214565e-01	2.82468267958827068398e+00	3.68513265665150502315e+00	9.39161780128677126100e-01	0.00000000000000000000e+00	5.87428534462666084437e+03
3.46443413590531990032e-01	2.11638278625877473971e-01	1.24318445977281299974e+00	3.60111001688129706011e+00	9.89653690522587448086e-01	0.00000000000000000000e+00	5.87425218112511811341e+03
3.86744966031548453866e-01	-3.91128685948584187138e-01	1.39441872223033813682e+00	3.44332422160044959725e+00	8.99189070464934236959e-01	0.00000000000000000000e+00	5.87429397943700951146e+03
5.08223385254779613796e-01	7.71015202773342345210e-01	2.43050857367477446402e+00	3.71871100008214439114e+00	6.61868006148687459955e-01	0.00000000000000000000e+00	5.87442596109575697483e+03
3.86744966031548453866e-01	-3.91128685948584187138e-01	1.39441872223033813682e+00	3.44332422160044959725e+00	8.99189070464934236959e-01	0.00000000000000000000e+00	5.87429397943700951146e+03
4.34217021753748322332e-01	8.48866225736170432192e-01	2.51890049651523417751e+00	3.78888196121489073676e+00	7.87716767543914286875e-01	0.00000000000000000000e+00	5.87445152900705033971e+03
3.40497585723994966589e-01	5.62749181367835707435e-02	1.68929518566990788386e+00	3.86342506521627848670e+00	1.01957384271425777200e+00	0.00000000000000000000e+00	5.87447728254180856311e+03
3.40497585723994966589e-01	5.62749181367835707435e-02	1.68929518566990788386e+00	3.86342506521627848670e+00	1.01957384271425777200e+00	0.00000000000000000000e+00	5.87447728254180856311e+03
4.62164692091290740805e-01	7.76133603245388048464e-01	2.19439363703407019912e+00	3.44381064864850161555e+00	1.06686899320203720798e+00	0.00000000000000000000e+00	5.87454127604410678032e+03
5.22850263447424579155e-01	7.37286131620064066894e-01	2.37574157485523373978e+00	3.92945730626242761829e+00	7.97461519278087060947e-01	0.00000000000000000000e+00	5.87454932616988480731e+03
4.62164692091290740805e-01	7.76133603245388048464e-01	2.19439363703407019912e+00	3.44381064864850161555e+00	1.06686899320203720798e+00	0.00000000000000000000e+00	5.87454127604410678032e+03
2.57389330022324447356e-01	-9.80061820145526230164e-01	1.12055510571323391211e+00	3.24573066950898869720e+00	1.06511150299735679603e+00	0.00000000000000000000e+00	5.87455748242504341761e+03
6.00492293157894985178e-01	1.26112844272545077118e+00	2.22177198745985027273e+00	3.88370115438397522922e+00	6.19667074176542986841e-01	0.00000000000000000000e+00	5.87456164787367106328e+03
2.57389330022324447356e-01	-9.80061820145526230164e-01	1.12055510571323391211e+00	3.24573066950898869720e+00	1.06511150299735679603e+00	0.00000000000000000000e+00	5.87455748242504341761e+03
5.08981756624798498123e-01	1.47682874843909806017e+00	2.10095579207260829691e+00	3.82840544815762173769e+00	7.21027064789228067099e-01	0.00000000000000000000e+00	5.87459776665251956729e+03
4.87108756818521948517e-01	1.15414924841764165997e+00	1.90687020668274742619e+00	3.56331759286199156733e+00	9.15070449865074797557e-01	0.00000000000000000000e+00	5.87460146991930105287e+03
5.08981756624798498123e-01	1.47682874843909806017e+00	2.10095579207260829691e+00	3.82840544815762173769e+00	7.21027064789228067099e-01	0.00000000000000000000e+00	5.87459776665251956729e+03
3.74181913647164243741e-01	4.43449322291779302052e-02	1.28726763525942056177e+00	3.51087318166023676369e+00	1.09518014828391585525e+00	0.00000000000000000000e+00	5.87463246620761037775e+03
4.06607028676110593413e-01	4.17441635945287714549e-01	2.12775792151380915840e+00	3.80858264934002344049e+00	1.07436732199030671175e+00	0.00000000000000000000e+00	5.87466123114549463935e+03
3.74181913647164243741e-01	4.43449322291779302052e-02	1.28726763525942056177e+00	3.51087318166023676369e+00	1.09518014828391585525e+00	0.00000000000000000000e+00	5.87463246620761037775e+03
4.66383065001765129143e-01	3.93057254917776488501e-01	2.81714579779665275083e+00	3.52032042113071907963e+00	9.19194681959728532306e-01	0.00000000000000000000e+00	5.87468204329681793752e+03
3.13493820521449861882e-01	4.17382587811357397278e-01	1.76186003953361125518e+00	3.41124255498244677298e+00	9.72178842258538677967e-01	0.00000000000000000000e+00	5.87468404517000271881e+03
4.66383065001765129143e-01	3.93057254917776488501e-01	2.81714579779665275083e+00	3.52032042113071907963e+00	9.19194681959728532306e-01	0.00000000000000000000e+00	5.87468204329681793752e+03
3.78641165077135466444e-01	-6.43853325703651613310e-01	1.86661295533423787774e+00	3.62881698656278439685e+00	9.49155764789047284857e-01	0.00000000000000000000e+00	5.87470640664469374315e+03
3.33448573336698195213e-01	-1.91740171675077508695e-01	1.35904486151503345326e+00	3.27966364551219413670e+00	1.14065913865598878019e+00	0.00000000000000000000e+00	5.87472185291563619103e+03
3.78641165077135466444e-01	-6.43853325703651613310e-01	1.86661295533423787774e+00	3.62881698656278439685e+00	9.49155764789047284857e-01	0.00000000000000000000e+00	5.87470640664469374315e+03
3.08517146914963069637e-01	-2.64403715868078648121e-01	1.30677825154603954871e+00	3.43430350051047206250e+00	1.26447981984675794642e+00	0.00000000000000000000e+00	5.87473280069179509155e+03
3.87340444735927547093e-01	1.13432345680010149280e-02	1.98417080294240344429e+00	3.80143367386802166763e+00	7.96807924351202734314e-01	0.00000000000000000000e+00	5.87474772797681634984e+03
3.87340444735927547093e-01	1.13432345680010149280e-02	1.98417080294240344429e+00	3.80143367386802166763e+00	7.96807924351202734314e-01	0.00000000000000000000e+00	5.87474772797681634984e+03
5.10437864125192986009e-01	1.07821655182375875093e+00	2.49735790668651880253e+00	3.62785407609590127009e+00	6.57489078560362205650e-01	0.00000000000000000000e+00	5.87475133996621389088e+03
3.86542315440465356069e-01	-3.91050190275941345064e-01	1.39449044968630819774e+00	3.44388039052090499936e+00	9.00191672556945876593e-01	0.00000000000000000000e+00	5.87477727120955933060e+03
5.10437864125192986009e-01	1.07821655182375875093e+00	2.49735790668651880253e+00	3.62785407609590127009e+00	6.57489078560362205650e-01	0.00000000000000000000e+00	5.87475133996621389088e+03
4.63384880000314636206e-01	1.26720256005934894805e-01	1.82003692763898494711e+00	3.48911126795310533311e+00	9.48346691855490697698e-01	0.00000000000000000000e+00	5.87478158080605135183e+03
4.40936479493260535811e-01	9.00867210445903565663e-01	2.55166092743431960344e+00	3.63720553428855630784e+00	1.04145714140554246363e+00	0.00000000000000000000e+00	5.87479140385376558697e+03
4.40936479493260535811e-01	9.00867210445903565663e-01	2.55166092743431960344e+00	3.63720553428855630784e+00	1.04145714140554246363e+00	0.00000000000000000000e+00	5.87479140385376558697e+03
3.38564964704841653287e-01	8.63605800571622672646e-02	2.20310092440664107016e+00	3.37729005566541751193e+00	1.02890891742493972849e+00	0.00000000000000000000e+00	5.87479162205494321825e+03
5.29939503412979462382e-01	5.94999788476666457981e-01	2.56626267796420304279e+00	3.68692962913898769628e+00	9.73846041513386384558e-01	0.00000000000000000000e+00	5.87480995554226592503e+03
